aeroporto_partenza,mese,numero_ritardi_basso,numero_ritardi_medio,numero_ritardi_alto,cause_maggiori
SPS,5,49,3,6,"['Carrier (929 min)', 'Weather (379 min)', 'NAS (17 min)']"
SPS,6,52,3,4,"['Weather (614 min)', 'Carrier (131 min)', 'Late Aircraft (62 min)']"
SPS,7,51,3,8,"['Weather (869 min)', 'Carrier (502 min)', 'NAS (65 min)']"
SPS,8,59,2,1,"['Carrier (418 min)', 'Weather (41 min)', 'NAS (5 min)']"
SPS,9,55,3,2,"['Carrier (205 min)', 'Weather (183 min)', 'Late Aircraft (48 min)']"
SPS,10,48,2,9,"['Carrier (1561 min)', 'Late Aircraft (267 min)', 'NAS (23 min)']"
SPS,11,48,5,4,"['Carrier (377 min)', 'Weather (366 min)', 'NAS (44 min)']"
SPS,12,49,7,3,"['Carrier (293 min)', 'Late Aircraft (238 min)', 'NAS (104 min)']"
SRQ,1,1089,209,160,"['Late Aircraft (17349 min)', 'Carrier (8048 min)', 'NAS (2917 min)']"
SRQ,2,1284,137,70,"['Late Aircraft (8765 min)', 'Carrier (3672 min)', 'NAS (2270 min)']"
SRQ,3,1430,240,156,"['Late Aircraft (18388 min)', 'Carrier (8530 min)', 'NAS (6429 min)']"
SRQ,4,1306,146,110,"['Late Aircraft (13708 min)', 'Carrier (5361 min)', 'NAS (3163 min)']"
SRQ,5,1001,176,133,"['Late Aircraft (15052 min)', 'Carrier (6898 min)', 'NAS (6153 min)']"
SRQ,6,901,135,92,"['Late Aircraft (8879 min)', 'Carrier (6785 min)', 'NAS (4208 min)']"
SRQ,7,801,178,124,"['Late Aircraft (13897 min)', 'Carrier (8424 min)', 'NAS (3970 min)']"
SRQ,8,715,119,73,"['Late Aircraft (8212 min)', 'Carrier (4148 min)', 'NAS (2060 min)']"
SRQ,9,700,59,35,"['Late Aircraft (4495 min)', 'Carrier (1180 min)', 'NAS (980 min)']"
SRQ,10,753,55,38,"['Carrier (4537 min)', 'Late Aircraft (3635 min)', 'NAS (659 min)']"
SRQ,11,1112,101,55,"['Carrier (4982 min)', 'Late Aircraft (3767 min)', 'NAS (2800 min)']"
SRQ,12,1143,210,138,"['Late Aircraft (17673 min)', 'Carrier (11411 min)', 'NAS (4078 min)']"
STC,1,12,3,2,"['Weather (1014 min)', 'NAS (116 min)', 'Late Aircraft (71 min)']"
STC,2,9,2,3,"['Late Aircraft (194 min)', 'Security (43 min)', 'NAS (24 min)']"
STC,3,11,2,1,"['Weather (174 min)', 'NAS (66 min)', 'Carrier (0 min)']"
STC,4,10,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
STC,5,9,0,0,"['NAS (18 min)', 'Carrier (0 min)', 'Weather (0 min)']"
STC,6,8,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
STC,7,8,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
STC,8,2,1,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
STC,10,7,2,0,"['Carrier (41 min)', 'Weather (0 min)', 'NAS (0 min)']"
STC,11,9,2,0,"['NAS (19 min)', 'Carrier (18 min)', 'Weather (0 min)']"
STC,12,7,5,2,"['Weather (186 min)', 'Late Aircraft (156 min)', 'Carrier (47 min)']"
STL,1,3415,835,345,"['Late Aircraft (34676 min)', 'Carrier (23038 min)', 'NAS (14924 min)']"
STL,2,3797,507,181,"['Late Aircraft (18135 min)', 'Carrier (14009 min)', 'NAS (9544 min)']"
STL,3,4108,880,325,"['Late Aircraft (34101 min)', 'Carrier (20250 min)', 'NAS (13696 min)']"
STL,4,4258,735,344,"['Late Aircraft (33560 min)', 'Carrier (18321 min)', 'NAS (10614 min)']"
STL,5,3932,1073,560,"['Late Aircraft (56740 min)', 'Carrier (30390 min)', 'NAS (20863 min)']"
STL,6,4266,1072,421,"['Late Aircraft (40806 min)', 'Carrier (24155 min)', 'NAS (14477 min)']"
STL,7,3905,1338,644,"['Late Aircraft (67831 min)', 'Carrier (41526 min)', 'NAS (19401 min)']"
STL,8,4463,792,351,"['Late Aircraft (32843 min)', 'Carrier (23693 min)', 'NAS (14888 min)']"
STL,9,4679,571,156,"['Late Aircraft (14921 min)', 'Carrier (11800 min)', 'NAS (7053 min)']"
STL,10,4875,576,176,"['Late Aircraft (16555 min)', 'Carrier (12619 min)', 'NAS (4307 min)']"
STL,11,4430,553,178,"['Late Aircraft (16896 min)', 'Carrier (13266 min)', 'NAS (9772 min)']"
STL,12,4048,885,319,"['Late Aircraft (26793 min)', 'Carrier (23248 min)', 'NAS (12847 min)']"
STS,1,196,30,20,"['Late Aircraft (1229 min)', 'Weather (1216 min)', 'NAS (370 min)']"
STS,2,193,16,22,"['Late Aircraft (2217 min)', 'NAS (913 min)', 'Carrier (262 min)']"
STS,3,239,30,9,"['Carrier (1017 min)', 'Late Aircraft (802 min)', 'NAS (572 min)']"
STS,4,226,27,11,"['Late Aircraft (1237 min)', 'NAS (746 min)', 'Carrier (494 min)']"
STS,5,200,26,13,"['Late Aircraft (1682 min)', 'NAS (772 min)', 'Carrier (604 min)']"
STS,6,219,45,23,"['Carrier (2887 min)', 'Late Aircraft (2508 min)', 'NAS (869 min)']"
STS,7,264,30,24,"['Late Aircraft (2237 min)', 'Carrier (1812 min)', 'NAS (462 min)']"
STS,8,282,43,13,"['Late Aircraft (1610 min)', 'Carrier (792 min)', 'NAS (696 min)']"
STS,9,286,36,21,"['Late Aircraft (1445 min)', 'NAS (1127 min)', 'Carrier (685 min)']"
STS,10,280,44,22,"['Late Aircraft (3873 min)', 'Carrier (1174 min)', 'NAS (582 min)']"
STS,11,287,70,33,"['Late Aircraft (2891 min)', 'Carrier (2155 min)', 'NAS (1416 min)']"
STS,12,288,59,35,"['Late Aircraft (3749 min)', 'NAS (1261 min)', 'Weather (1205 min)']"
STT,1,434,62,42,"['Late Aircraft (3815 min)', 'Carrier (2882 min)', 'NAS (1803 min)']"
STT,2,368,66,51,"['Carrier (6871 min)', 'Late Aircraft (4057 min)', 'NAS (2315 min)']"
STT,3,456,73,52,"['Late Aircraft (9862 min)', 'Carrier (4487 min)', 'NAS (2780 min)']"
STT,4,401,75,41,"['Late Aircraft (4030 min)', 'NAS (2077 min)', 'Carrier (1527 min)']"
STT,5,377,84,52,"['Late Aircraft (6629 min)', 'Carrier (5099 min)', 'NAS (3692 min)']"
STT,6,336,96,49,"['Late Aircraft (4979 min)', 'Carrier (2577 min)', 'NAS (1579 min)']"
STT,7,323,86,53,"['Late Aircraft (8218 min)', 'Carrier (3131 min)', 'NAS (1910 min)']"
STT,8,256,63,53,"['Late Aircraft (6689 min)', 'Carrier (3156 min)', 'NAS (1967 min)']"
STT,9,167,20,14,"['Late Aircraft (1884 min)', 'Carrier (1415 min)', 'NAS (215 min)']"
STT,10,198,29,18,"['Carrier (1775 min)', 'Late Aircraft (1300 min)', 'Weather (1222 min)']"
STT,11,260,28,23,"['Late Aircraft (2973 min)', 'Carrier (799 min)', 'NAS (482 min)']"
STT,12,310,70,21,"['Late Aircraft (2476 min)', 'Carrier (1800 min)', 'NAS (1049 min)']"
STX,1,103,26,9,"['Late Aircraft (957 min)', 'NAS (832 min)', 'Security (285 min)']"
STX,2,108,12,10,"['Late Aircraft (886 min)', 'NAS (796 min)', 'Carrier (211 min)']"
STX,3,117,16,13,"['Carrier (2345 min)', 'Late Aircraft (1173 min)', 'NAS (794 min)']"
STX,4,82,15,9,"['Late Aircraft (1156 min)', 'NAS (606 min)', 'Carrier (83 min)']"
STX,5,77,13,10,"['Late Aircraft (1133 min)', 'NAS (343 min)', 'Weather (117 min)']"
STX,6,59,27,18,"['Late Aircraft (4419 min)', 'Carrier (1300 min)', 'NAS (435 min)']"
STX,7,53,22,9,"['Late Aircraft (1187 min)', 'Carrier (346 min)', 'NAS (115 min)']"
STX,8,30,22,6,"['Late Aircraft (730 min)', 'NAS (300 min)', 'Carrier (186 min)']"
STX,9,31,10,1,"['Carrier (94 min)', 'Late Aircraft (85 min)', 'NAS (64 min)']"
STX,10,31,6,4,"['Carrier (1160 min)', 'Late Aircraft (225 min)', 'NAS (48 min)']"
STX,11,53,15,4,"['Late Aircraft (336 min)', 'Carrier (168 min)', 'NAS (133 min)']"
STX,12,89,17,13,"['Late Aircraft (1522 min)', 'NAS (265 min)', 'Carrier (243 min)']"
SUN,1,201,16,32,"['Carrier (3305 min)', 'Weather (3283 min)', 'Late Aircraft (1616 min)']"
SUN,2,171,18,17,"['Carrier (2422 min)', 'Late Aircraft (2207 min)', 'NAS (760 min)']"
SUN,3,173,27,12,"['Carrier (1217 min)', 'NAS (1101 min)', 'Weather (789 min)']"
SUN,4,92,2,5,"['Carrier (468 min)', 'Weather (457 min)', 'NAS (55 min)']"
SUN,5,102,2,3,"['Carrier (356 min)', 'NAS (44 min)', 'Weather (0 min)']"
SUN,6,133,5,6,"['Late Aircraft (400 min)', 'Carrier (293 min)', 'Weather (250 min)']"
SUN,7,152,11,12,"['Carrier (1936 min)', 'NAS (407 min)', 'Late Aircraft (268 min)']"
SUN,8,156,16,17,"['Carrier (2954 min)', 'Weather (1170 min)', 'NAS (354 min)']"
SUN,9,127,3,5,"['Carrier (1380 min)', 'NAS (160 min)', 'Weather (0 min)']"
SUN,10,100,3,2,"['Carrier (126 min)', 'Late Aircraft (102 min)', 'NAS (58 min)']"
SUN,11,85,0,1,"['Carrier (111 min)', 'Weather (0 min)', 'NAS (0 min)']"
SUN,12,161,14,13,"['Carrier (1054 min)', 'NAS (964 min)', 'Weather (709 min)']"
SUX,1,25,6,8,"['Carrier (584 min)', 'Late Aircraft (435 min)', 'Weather (379 min)']"
SUX,2,42,4,4,"['Carrier (599 min)', 'Late Aircraft (187 min)', 'NAS (17 min)']"
SUX,3,44,4,5,"['Carrier (656 min)', 'Late Aircraft (219 min)', 'NAS (40 min)']"
SUX,4,53,1,3,"['Late Aircraft (87 min)', 'Carrier (82 min)', 'Weather (50 min)']"
SUX,5,41,9,11,"['Late Aircraft (1022 min)', 'Carrier (961 min)', 'Weather (953 min)']"
SUX,6,49,6,5,"['Carrier (585 min)', 'Weather (324 min)', 'NAS (225 min)']"
SUX,7,45,7,10,"['Carrier (1488 min)', 'Late Aircraft (867 min)', 'Weather (493 min)']"
SUX,8,48,8,6,"['Carrier (700 min)', 'Late Aircraft (321 min)', 'NAS (240 min)']"
SUX,9,51,3,6,"['Carrier (851 min)', 'Late Aircraft (669 min)', 'NAS (50 min)']"
SUX,10,50,8,4,"['Carrier (1254 min)', 'Late Aircraft (187 min)', 'NAS (75 min)']"
SUX,11,50,2,5,"['Late Aircraft (595 min)', 'NAS (318 min)', 'Carrier (141 min)']"
SUX,12,53,3,3,"['Weather (705 min)', 'Carrier (389 min)', 'Late Aircraft (20 min)']"
SWF,1,21,3,3,"['Weather (808 min)', 'Late Aircraft (338 min)', 'Carrier (307 min)']"
SWF,2,16,2,3,"['Carrier (1042 min)', 'Late Aircraft (191 min)', 'NAS (1 min)']"
SWF,3,17,7,2,"['Late Aircraft (183 min)', 'NAS (175 min)', 'Carrier (61 min)']"
SWF,4,21,5,1,"['NAS (237 min)', 'Late Aircraft (33 min)', 'Carrier (0 min)']"
SWF,5,17,6,2,"['Carrier (205 min)', 'Late Aircraft (131 min)', 'NAS (60 min)']"
SWF,6,21,7,5,"['Late Aircraft (606 min)', 'Carrier (131 min)', 'Weather (54 min)']"
SWF,7,29,7,10,"['Late Aircraft (1506 min)', 'NAS (252 min)', 'Carrier (205 min)']"
SWF,8,20,6,7,"['Late Aircraft (1592 min)', 'NAS (362 min)', 'Weather (126 min)']"
SWF,9,12,1,3,"['Carrier (432 min)', 'Late Aircraft (396 min)', 'NAS (25 min)']"
SWF,10,17,5,2,"['Late Aircraft (316 min)', 'Carrier (27 min)', 'NAS (24 min)']"
SWF,11,22,5,1,"['Carrier (88 min)', 'Late Aircraft (44 min)', 'NAS (25 min)']"
SWF,12,34,2,7,"['Late Aircraft (411 min)', 'Carrier (239 min)', 'NAS (146 min)']"
SWO,1,43,2,6,"['Carrier (1131 min)', 'Weather (362 min)', 'NAS (261 min)']"
SWO,2,46,2,2,"['Carrier (328 min)', 'Late Aircraft (31 min)', 'NAS (19 min)']"
SWO,3,58,2,2,"['Weather (117 min)', 'Carrier (103 min)', 'Late Aircraft (44 min)']"
SWO,4,48,5,6,"['Late Aircraft (616 min)', 'Weather (252 min)', 'Carrier (224 min)']"
SWO,5,47,2,8,"['Carrier (1479 min)', 'Weather (717 min)', 'NAS (139 min)']"
SWO,6,51,3,6,"['Weather (545 min)', 'NAS (362 min)', 'Carrier (176 min)']"
SWO,7,55,3,4,"['Carrier (924 min)', 'NAS (51 min)', 'Weather (18 min)']"
SWO,8,56,4,2,"['Carrier (530 min)', 'Weather (22 min)', 'NAS (19 min)']"
SWO,9,54,3,3,"['Carrier (222 min)', 'NAS (138 min)', 'Weather (23 min)']"
SWO,10,50,6,5,"['Carrier (837 min)', 'NAS (12 min)', 'Weather (0 min)']"
SWO,11,47,8,3,"['Carrier (556 min)', 'Weather (236 min)', 'NAS (121 min)']"
SWO,12,48,3,3,"['Carrier (968 min)', 'NAS (17 min)', 'Weather (0 min)']"
SYR,1,691,106,67,"['Late Aircraft (6040 min)', 'Carrier (4053 min)', 'NAS (3658 min)']"
SYR,2,650,96,57,"['Late Aircraft (4686 min)', 'Carrier (3620 min)', 'NAS (2528 min)']"
SYR,3,779,118,85,"['Carrier (6232 min)', 'Late Aircraft (6075 min)', 'NAS (5611 min)']"
SYR,4,884,90,50,"['Late Aircraft (3259 min)', 'NAS (3123 min)', 'Carrier (2983 min)']"
SYR,5,901,125,81,"['Late Aircraft (7209 min)', 'Carrier (6446 min)', 'NAS (3527 min)']"
SYR,6,946,124,69,"['Late Aircraft (5836 min)', 'Carrier (4628 min)', 'NAS (2210 min)']"
SYR,7,880,154,157,"['Late Aircraft (12521 min)', 'Carrier (10807 min)', 'NAS (4405 min)']"
SYR,8,824,144,82,"['Carrier (7680 min)', 'Late Aircraft (7174 min)', 'NAS (4017 min)']"
SYR,9,886,75,41,"['Carrier (4491 min)', 'Late Aircraft (2681 min)', 'NAS (1558 min)']"
SYR,10,907,77,35,"['Carrier (4124 min)', 'Late Aircraft (2901 min)', 'NAS (819 min)']"
SYR,11,794,95,38,"['Carrier (5750 min)', 'Late Aircraft (1919 min)', 'NAS (1354 min)']"
SYR,12,745,147,88,"['Carrier (7212 min)', 'NAS (5275 min)', 'Late Aircraft (4258 min)']"
TLH,1,382,59,24,"['Late Aircraft (3321 min)', 'Carrier (1000 min)', 'NAS (757 min)']"
TLH,2,395,36,28,"['Late Aircraft (2230 min)', 'Carrier (2168 min)', 'NAS (1130 min)']"
TLH,3,417,67,35,"['Late Aircraft (3315 min)', 'Carrier (1816 min)', 'NAS (854 min)']"
TLH,4,434,43,20,"['Late Aircraft (1965 min)', 'Carrier (1133 min)', 'NAS (937 min)']"
TLH,5,410,66,61,"['Late Aircraft (5479 min)', 'Carrier (2502 min)', 'Weather (1812 min)']"
TLH,6,417,66,35,"['Carrier (3505 min)', 'Late Aircraft (3179 min)', 'Weather (980 min)']"
TLH,7,354,71,42,"['Carrier (6051 min)', 'Late Aircraft (4305 min)', 'NAS (1311 min)']"
TLH,8,435,53,42,"['Late Aircraft (3743 min)', 'Carrier (1865 min)', 'NAS (873 min)']"
TLH,9,446,34,23,"['Late Aircraft (2582 min)', 'Carrier (1528 min)', 'NAS (702 min)']"
TLH,10,492,30,27,"['Carrier (1806 min)', 'Late Aircraft (1002 min)', 'NAS (594 min)']"
TLH,11,410,32,7,"['Late Aircraft (1251 min)', 'Carrier (553 min)', 'NAS (538 min)']"
TLH,12,349,46,37,"['Late Aircraft (4219 min)', 'Carrier (3157 min)', 'NAS (1442 min)']"
TOL,1,28,8,1,"['Carrier (172 min)', 'NAS (129 min)', 'Late Aircraft (109 min)']"
TOL,2,22,10,4,"['Late Aircraft (367 min)', 'Carrier (284 min)', 'NAS (95 min)']"
TOL,3,36,5,10,"['Late Aircraft (1502 min)', 'NAS (793 min)', 'Carrier (67 min)']"
TOL,4,23,7,4,"['NAS (426 min)', 'Weather (295 min)', 'Carrier (266 min)']"
TOL,5,19,7,3,"['Late Aircraft (432 min)', 'NAS (252 min)', 'Carrier (13 min)']"
TOL,6,21,1,2,"['Late Aircraft (234 min)', 'NAS (86 min)', 'Weather (26 min)']"
TOL,7,19,4,2,"['Carrier (316 min)', 'NAS (129 min)', 'Weather (60 min)']"
TOL,8,12,2,1,"['Late Aircraft (192 min)', 'Weather (109 min)', 'NAS (5 min)']"
TOL,9,5,1,2,"['Weather (139 min)', 'Carrier (111 min)', 'NAS (0 min)']"
TOL,10,20,1,2,"['Late Aircraft (271 min)', 'NAS (19 min)', 'Carrier (0 min)']"
TOL,11,21,5,2,"['Carrier (126 min)', 'Late Aircraft (102 min)', 'NAS (8 min)']"
TOL,12,24,6,6,"['Late Aircraft (504 min)', 'NAS (220 min)', 'Carrier (74 min)']"
TPA,1,5004,938,482,"['Late Aircraft (49214 min)', 'Carrier (25264 min)', 'NAS (15362 min)']"
TPA,2,5516,655,229,"['Late Aircraft (26101 min)', 'Carrier (15656 min)', 'NAS (11903 min)']"
TPA,3,5680,1222,928,"['Late Aircraft (99419 min)', 'NAS (42698 min)', 'Carrier (42429 min)']"
TPA,4,5699,778,481,"['Late Aircraft (56250 min)', 'Carrier (24797 min)', 'NAS (16761 min)']"
TPA,5,4948,998,788,"['Late Aircraft (81130 min)', 'NAS (42600 min)', 'Carrier (38339 min)']"
TPA,6,4488,1012,617,"['Late Aircraft (56397 min)', 'Carrier (29121 min)', 'NAS (24242 min)']"
TPA,7,4079,1147,860,"['Late Aircraft (83040 min)', 'Carrier (48594 min)', 'NAS (35363 min)']"
TPA,8,4108,863,590,"['Late Aircraft (54213 min)', 'Carrier (31213 min)', 'NAS (23251 min)']"
TPA,9,4270,493,288,"['Late Aircraft (23499 min)', 'Carrier (13843 min)', 'NAS (11372 min)']"
TPA,10,4573,495,238,"['Late Aircraft (20569 min)', 'Carrier (15710 min)', 'NAS (6008 min)']"
TPA,11,5357,574,238,"['Late Aircraft (21287 min)', 'Carrier (17868 min)', 'NAS (14947 min)']"
TPA,12,5070,1033,537,"['Late Aircraft (58690 min)', 'Carrier (21652 min)', 'NAS (17581 min)']"
TRI,1,138,21,16,"['Carrier (1241 min)', 'Late Aircraft (1194 min)', 'Weather (560 min)']"
TRI,2,140,9,5,"['Carrier (978 min)', 'Late Aircraft (303 min)', 'Weather (26 min)']"
TRI,3,128,16,6,"['Late Aircraft (722 min)', 'Weather (117 min)', 'NAS (85 min)']"
TRI,4,146,6,6,"['Late Aircraft (258 min)', 'Carrier (256 min)', 'NAS (153 min)']"
TRI,5,130,18,16,"['Carrier (950 min)', 'Late Aircraft (774 min)', 'Weather (529 min)']"
TRI,6,155,11,16,"['Carrier (1509 min)', 'Late Aircraft (1261 min)', 'NAS (234 min)']"
TRI,7,151,16,21,"['Late Aircraft (1842 min)', 'Carrier (924 min)', 'NAS (551 min)']"
TRI,8,165,11,6,"['Late Aircraft (797 min)', 'Carrier (742 min)', 'NAS (200 min)']"
TRI,9,153,16,7,"['Carrier (693 min)', 'Late Aircraft (385 min)', 'NAS (281 min)']"
TRI,10,217,19,8,"['Carrier (837 min)', 'Late Aircraft (640 min)', 'NAS (264 min)']"
TRI,11,153,17,5,"['Carrier (2078 min)', 'Late Aircraft (338 min)', 'NAS (246 min)']"
TRI,12,128,24,19,"['Late Aircraft (2398 min)', 'Carrier (1405 min)', 'NAS (443 min)']"
TTN,1,162,33,15,"['Late Aircraft (2174 min)', 'NAS (922 min)', 'Carrier (634 min)']"
TTN,2,152,33,15,"['Late Aircraft (1047 min)', 'Carrier (994 min)', 'NAS (680 min)']"
TTN,3,96,47,46,"['Late Aircraft (5518 min)', 'NAS (1282 min)', 'Carrier (1106 min)']"
TTN,4,114,29,26,"['Late Aircraft (2569 min)', 'NAS (954 min)', 'Carrier (832 min)']"
TTN,5,89,26,30,"['Late Aircraft (2722 min)', 'NAS (851 min)', 'Carrier (505 min)']"
TTN,6,76,15,15,"['Late Aircraft (1807 min)', 'NAS (357 min)', 'Carrier (162 min)']"
TTN,7,84,22,16,"['Late Aircraft (1488 min)', 'Carrier (693 min)', 'NAS (613 min)']"
TTN,8,74,15,20,"['Late Aircraft (2050 min)', 'Carrier (880 min)', 'NAS (441 min)']"
TTN,9,50,5,1,"['Late Aircraft (166 min)', 'NAS (42 min)', 'Carrier (41 min)']"
TTN,10,40,5,4,"['Late Aircraft (638 min)', 'Carrier (119 min)', 'Weather (52 min)']"
TTN,11,51,2,4,"['Late Aircraft (483 min)', 'Carrier (23 min)', 'NAS (5 min)']"
TTN,12,79,10,13,"['NAS (642 min)', 'Carrier (412 min)', 'Late Aircraft (407 min)']"
TUL,1,957,119,86,"['Late Aircraft (7675 min)', 'Carrier (7484 min)', 'NAS (4349 min)']"
TUL,2,1000,72,38,"['Carrier (2887 min)', 'Late Aircraft (2468 min)', 'NAS (1666 min)']"
TUL,3,1070,119,69,"['Late Aircraft (6958 min)', 'Carrier (3872 min)', 'NAS (2167 min)']"
TUL,4,1162,128,72,"['Late Aircraft (6025 min)', 'Carrier (4198 min)', 'Weather (3034 min)']"
TUL,5,1164,185,123,"['Late Aircraft (11627 min)', 'NAS (7203 min)', 'Carrier (7090 min)']"
TUL,6,1211,187,122,"['Late Aircraft (9839 min)', 'Carrier (9355 min)', 'NAS (3165 min)']"
TUL,7,1197,185,134,"['Late Aircraft (13747 min)', 'Carrier (7739 min)', 'NAS (2951 min)']"
TUL,8,1282,127,85,"['Late Aircraft (6848 min)', 'Carrier (5076 min)', 'NAS (3647 min)']"
TUL,9,1284,105,51,"['Late Aircraft (5473 min)', 'Carrier (5234 min)', 'NAS (1513 min)']"
TUL,10,1458,76,40,"['Carrier (3448 min)', 'Late Aircraft (2397 min)', 'NAS (1065 min)']"
TUL,11,1209,106,48,"['Late Aircraft (3771 min)', 'Carrier (3176 min)', 'NAS (1381 min)']"
TUL,12,1181,146,101,"['Late Aircraft (8485 min)', 'Carrier (7245 min)', 'NAS (3841 min)']"
TUS,1,1293,162,96,"['Late Aircraft (7662 min)', 'Carrier (6794 min)', 'Weather (3955 min)']"
TUS,2,1223,154,75,"['Late Aircraft (7013 min)', 'Carrier (4631 min)', 'NAS (3478 min)']"
TUS,3,1410,202,78,"['Carrier (6593 min)', 'Late Aircraft (6212 min)', 'NAS (4330 min)']"
TUS,4,1356,190,86,"['NAS (6543 min)', 'Late Aircraft (5963 min)', 'Carrier (5877 min)']"
TUS,5,1242,225,137,"['Late Aircraft (10631 min)', 'Carrier (8545 min)', 'NAS (8092 min)']"
TUS,6,1087,167,94,"['Carrier (8701 min)', 'Late Aircraft (7003 min)', 'NAS (2978 min)']"
TUS,7,1104,165,98,"['Carrier (10321 min)', 'Late Aircraft (7592 min)', 'NAS (3381 min)']"
TUS,8,1204,134,76,"['Late Aircraft (7526 min)', 'Carrier (5385 min)', 'NAS (2600 min)']"
TUS,9,1356,106,60,"['Carrier (5663 min)', 'Late Aircraft (3554 min)', 'NAS (1525 min)']"
TUS,10,1530,121,63,"['Carrier (6531 min)', 'Late Aircraft (4675 min)', 'NAS (2119 min)']"
TUS,11,1486,129,70,"['Carrier (6130 min)', 'Late Aircraft (4713 min)', 'NAS (2076 min)']"
TUS,12,1535,168,120,"['Carrier (11011 min)', 'Late Aircraft (9683 min)', 'NAS (3586 min)']"
TVC,1,103,34,33,"['Carrier (4368 min)', 'Late Aircraft (2894 min)', 'NAS (1065 min)']"
TVC,2,156,18,16,"['Late Aircraft (1891 min)', 'Weather (734 min)', 'NAS (553 min)']"
TVC,3,162,15,21,"['Carrier (2540 min)', 'Late Aircraft (622 min)', 'NAS (565 min)']"
TVC,4,182,24,11,"['Carrier (835 min)', 'Late Aircraft (726 min)', 'NAS (622 min)']"
TVC,5,211,31,18,"['Late Aircraft (1303 min)', 'Carrier (947 min)', 'NAS (845 min)']"
TVC,6,384,64,49,"['Carrier (7156 min)', 'Late Aircraft (2568 min)', 'NAS (1809 min)']"
TVC,7,446,87,56,"['Late Aircraft (4811 min)', 'Carrier (3519 min)', 'NAS (1942 min)']"
TVC,8,446,83,69,"['Late Aircraft (4651 min)', 'Carrier (4633 min)', 'NAS (2005 min)']"
TVC,9,348,34,16,"['Carrier (1312 min)', 'Late Aircraft (1083 min)', 'NAS (836 min)']"
TVC,10,247,25,10,"['Carrier (2591 min)', 'Late Aircraft (630 min)', 'NAS (169 min)']"
TVC,11,158,16,9,"['Carrier (738 min)', 'NAS (346 min)', 'Late Aircraft (297 min)']"
TVC,12,202,52,32,"['Carrier (3747 min)', 'NAS (2562 min)', 'Late Aircraft (2180 min)']"
TWF,1,54,2,2,"['Weather (278 min)', 'NAS (74 min)', 'Carrier (30 min)']"
TWF,2,54,1,3,"['Carrier (482 min)', 'NAS (74 min)', 'Weather (0 min)']"
TWF,3,60,1,1,"['Carrier (90 min)', 'Weather (64 min)', 'NAS (0 min)']"
TWF,4,55,2,3,"['Carrier (404 min)', 'Weather (0 min)', 'NAS (0 min)']"
TWF,5,57,0,5,"['Carrier (472 min)', 'Weather (75 min)', 'NAS (4 min)']"
TWF,6,56,1,3,"['Carrier (271 min)', 'Weather (0 min)', 'NAS (0 min)']"
TWF,7,55,2,5,"['Carrier (586 min)', 'Weather (114 min)', 'NAS (4 min)']"
TWF,8,59,2,1,"['Weather (87 min)', 'Carrier (49 min)', 'NAS (8 min)']"
TWF,9,53,3,0,"['Carrier (80 min)', 'NAS (8 min)', 'Weather (0 min)']"
TWF,10,53,0,0,"['Carrier (47 min)', 'Weather (0 min)', 'NAS (0 min)']"
TWF,11,45,1,0,"['Carrier (140 min)', 'Weather (0 min)', 'NAS (0 min)']"
TWF,12,48,3,1,"['Carrier (90 min)', 'Weather (41 min)', 'NAS (0 min)']"
TXK,1,54,1,8,"['Weather (749 min)', 'Carrier (365 min)', 'NAS (272 min)']"
TXK,2,51,6,1,"['Late Aircraft (427 min)', 'Carrier (112 min)', 'NAS (87 min)']"
TXK,3,54,3,4,"['Weather (426 min)', 'NAS (158 min)', 'Late Aircraft (155 min)']"
TXK,4,44,8,7,"['Late Aircraft (742 min)', 'NAS (248 min)', 'Carrier (107 min)']"
TXK,5,46,5,7,"['Weather (667 min)', 'NAS (388 min)', 'Carrier (384 min)']"
TXK,6,40,10,8,"['Late Aircraft (876 min)', 'Carrier (772 min)', 'Weather (244 min)']"
TXK,7,46,7,7,"['Late Aircraft (795 min)', 'Carrier (763 min)', 'NAS (109 min)']"
TXK,8,49,7,6,"['Carrier (1710 min)', 'Late Aircraft (185 min)', 'NAS (83 min)']"
TXK,9,49,5,4,"['Late Aircraft (697 min)', 'NAS (65 min)', 'Carrier (13 min)']"
TXK,10,53,6,3,"['Weather (319 min)', 'Carrier (133 min)', 'Late Aircraft (119 min)']"
TXK,11,42,8,4,"['Carrier (856 min)', 'NAS (72 min)', 'Late Aircraft (59 min)']"
TXK,12,47,3,8,"['Weather (815 min)', 'Carrier (778 min)', 'Late Aircraft (75 min)']"
TYR,1,67,6,12,"['Weather (1570 min)', 'Carrier (1066 min)', 'NAS (367 min)']"
TYR,2,64,4,10,"['Carrier (2041 min)', 'Late Aircraft (498 min)', 'Weather (77 min)']"
TYR,3,73,4,8,"['Weather (715 min)', 'NAS (489 min)', 'Carrier (159 min)']"
TYR,4,78,5,4,"['Weather (414 min)', 'NAS (191 min)', 'Late Aircraft (128 min)']"
TYR,5,66,7,17,"['Carrier (1302 min)', 'NAS (952 min)', 'Late Aircraft (708 min)']"
