aeroporto_partenza,mese,numero_ritardi_basso,numero_ritardi_medio,numero_ritardi_alto,cause_maggiori
AVL,1,622,112,63,"['Carrier (5740 min)', 'Late Aircraft (4046 min)', 'NAS (2971 min)']"
AVL,2,653,45,25,"['Carrier (3396 min)', 'Late Aircraft (2427 min)', 'Weather (1299 min)']"
AVL,3,688,90,51,"['Carrier (4096 min)', 'NAS (4033 min)', 'Late Aircraft (3251 min)']"
AVL,4,791,126,59,"['Late Aircraft (5600 min)', 'Carrier (4065 min)', 'NAS (3347 min)']"
AVL,5,805,180,117,"['Late Aircraft (10574 min)', 'Carrier (7096 min)', 'NAS (6166 min)']"
AVL,6,792,232,137,"['Late Aircraft (11623 min)', 'Carrier (9702 min)', 'NAS (5446 min)']"
AVL,7,756,242,194,"['Late Aircraft (15890 min)', 'Carrier (11368 min)', 'NAS (9500 min)']"
AVL,8,800,211,129,"['Late Aircraft (12433 min)', 'Carrier (6947 min)', 'NAS (6627 min)']"
AVL,9,768,146,70,"['Late Aircraft (6507 min)', 'Carrier (5334 min)', 'NAS (2011 min)']"
AVL,10,772,88,62,"['Late Aircraft (4999 min)', 'NAS (3697 min)', 'Carrier (3315 min)']"
AVL,11,670,75,43,"['Late Aircraft (4378 min)', 'Carrier (2723 min)', 'NAS (2635 min)']"
AVL,12,537,115,71,"['Late Aircraft (5532 min)', 'Carrier (5430 min)', 'NAS (1804 min)']"
AVP,1,83,7,21,"['Late Aircraft (2374 min)', 'Carrier (2043 min)', 'Weather (1579 min)']"
AVP,2,89,8,9,"['Carrier (1295 min)', 'Late Aircraft (595 min)', 'NAS (102 min)']"
AVP,3,89,11,7,"['Carrier (912 min)', 'Late Aircraft (601 min)', 'NAS (145 min)']"
AVP,4,62,12,11,"['Late Aircraft (1077 min)', 'Carrier (976 min)', 'NAS (143 min)']"
AVP,5,83,27,26,"['Late Aircraft (3497 min)', 'Carrier (1198 min)', 'NAS (552 min)']"
AVP,6,109,21,12,"['Late Aircraft (758 min)', 'Weather (536 min)', 'Carrier (364 min)']"
AVP,7,97,18,20,"['Late Aircraft (1550 min)', 'Carrier (933 min)', 'NAS (465 min)']"
AVP,8,102,23,17,"['Late Aircraft (1894 min)', 'Carrier (1435 min)', 'NAS (730 min)']"
AVP,9,98,6,12,"['Carrier (1549 min)', 'Late Aircraft (1463 min)', 'NAS (234 min)']"
AVP,10,121,6,5,"['Late Aircraft (346 min)', 'Carrier (281 min)', 'NAS (275 min)']"
AVP,11,115,13,6,"['Late Aircraft (961 min)', 'Weather (480 min)', 'NAS (170 min)']"
AVP,12,111,14,10,"['Carrier (934 min)', 'Late Aircraft (511 min)', 'NAS (144 min)']"
AZA,1,387,51,27,"['Carrier (4684 min)', 'Late Aircraft (1347 min)', 'Weather (891 min)']"
AZA,2,380,26,11,"['Weather (1283 min)', 'Carrier (732 min)', 'Late Aircraft (383 min)']"
AZA,3,499,45,19,"['Carrier (3730 min)', 'Late Aircraft (934 min)', 'NAS (661 min)']"
AZA,4,399,23,3,"['NAS (266 min)', 'Late Aircraft (253 min)', 'Carrier (196 min)']"
AZA,5,414,29,7,"['Carrier (825 min)', 'Late Aircraft (434 min)', 'NAS (149 min)']"
AZA,6,407,54,38,"['Carrier (5621 min)', 'Late Aircraft (1453 min)', 'Weather (542 min)']"
AZA,7,416,77,46,"['Late Aircraft (3732 min)', 'Carrier (3428 min)', 'Weather (1822 min)']"
AZA,8,313,54,18,"['Carrier (1698 min)', 'Late Aircraft (1207 min)', 'NAS (407 min)']"
AZA,9,274,30,13,"['Carrier (1272 min)', 'Late Aircraft (723 min)', 'NAS (177 min)']"
AZA,10,415,30,9,"['Late Aircraft (549 min)', 'Carrier (509 min)', 'Weather (269 min)']"
AZA,11,395,45,22,"['Late Aircraft (1482 min)', 'Carrier (1397 min)', 'Weather (337 min)']"
AZA,12,464,89,39,"['Late Aircraft (2726 min)', 'Weather (2322 min)', 'Carrier (2255 min)']"
AZO,1,56,8,7,"['Carrier (755 min)', 'Weather (545 min)', 'NAS (101 min)']"
AZO,2,70,2,2,"['Weather (128 min)', 'Carrier (120 min)', 'NAS (34 min)']"
AZO,3,79,3,2,"['Weather (225 min)', 'Carrier (105 min)', 'NAS (51 min)']"
AZO,4,81,2,3,"['Carrier (384 min)', 'Weather (164 min)', 'NAS (25 min)']"
AZO,5,76,4,7,"['Carrier (852 min)', 'Weather (127 min)', 'NAS (83 min)']"
AZO,6,66,5,11,"['Carrier (1629 min)', 'Weather (316 min)', 'NAS (14 min)']"
AZO,7,64,11,10,"['Carrier (2638 min)', 'Weather (60 min)', 'NAS (30 min)']"
AZO,8,61,8,12,"['Carrier (1508 min)', 'Weather (309 min)', 'NAS (0 min)']"
AZO,9,71,3,6,"['Carrier (819 min)', 'Weather (157 min)', 'NAS (22 min)']"
AZO,10,78,5,5,"['Carrier (621 min)', 'Weather (57 min)', 'NAS (0 min)']"
AZO,11,65,8,10,"['Carrier (956 min)', 'Weather (716 min)', 'NAS (110 min)']"
AZO,12,61,4,8,"['Carrier (885 min)', 'Weather (477 min)', 'NAS (140 min)']"
BDL,1,1132,213,123,"['Late Aircraft (14727 min)', 'Carrier (9713 min)', 'NAS (7829 min)']"
BDL,2,1201,156,79,"['Late Aircraft (8836 min)', 'Carrier (5341 min)', 'NAS (3334 min)']"
BDL,3,1279,207,141,"['Late Aircraft (15239 min)', 'Carrier (6860 min)', 'NAS (6377 min)']"
BDL,4,1499,222,118,"['Late Aircraft (12672 min)', 'Carrier (7113 min)', 'NAS (5359 min)']"
BDL,5,1387,276,161,"['Late Aircraft (20471 min)', 'Carrier (10117 min)', 'NAS (6102 min)']"
BDL,6,1348,282,170,"['Late Aircraft (18583 min)', 'Carrier (10206 min)', 'NAS (7753 min)']"
BDL,7,1314,312,210,"['Late Aircraft (18533 min)', 'Carrier (14006 min)', 'NAS (8618 min)']"
BDL,8,1442,304,174,"['Late Aircraft (13708 min)', 'Carrier (11171 min)', 'NAS (8813 min)']"
BDL,9,1547,168,66,"['Carrier (6089 min)', 'Late Aircraft (5868 min)', 'NAS (2397 min)']"
BDL,10,1675,182,59,"['Carrier (7274 min)', 'Late Aircraft (5981 min)', 'NAS (1476 min)']"
BDL,11,1443,192,60,"['Carrier (6078 min)', 'Late Aircraft (5867 min)', 'NAS (2167 min)']"
BDL,12,1451,265,119,"['Late Aircraft (10695 min)', 'Carrier (7966 min)', 'NAS (6658 min)']"
BET,1,36,15,7,"['Late Aircraft (824 min)', 'Security (269 min)', 'NAS (136 min)']"
BET,2,34,16,6,"['Late Aircraft (444 min)', 'Security (337 min)', 'NAS (306 min)']"
BET,3,36,16,10,"['Late Aircraft (1250 min)', 'Security (361 min)', 'NAS (162 min)']"
BET,4,46,10,3,"['Late Aircraft (438 min)', 'Security (105 min)', 'NAS (70 min)']"
BET,5,44,17,1,"['Late Aircraft (206 min)', 'Security (203 min)', 'NAS (57 min)']"
BET,6,49,9,2,"['Late Aircraft (327 min)', 'NAS (148 min)', 'Security (85 min)']"
BET,7,44,15,1,"['Late Aircraft (218 min)', 'NAS (174 min)', 'Carrier (172 min)']"
BET,8,50,7,5,"['Late Aircraft (856 min)', 'NAS (109 min)', 'Carrier (86 min)']"
BET,9,53,4,3,"['Late Aircraft (200 min)', 'Carrier (133 min)', 'NAS (79 min)']"
BET,10,53,7,2,"['Late Aircraft (202 min)', 'NAS (104 min)', 'Carrier (64 min)']"
BET,11,50,3,3,"['NAS (159 min)', 'Carrier (139 min)', 'Late Aircraft (74 min)']"
BET,12,43,14,3,"['Late Aircraft (345 min)', 'Security (175 min)', 'NAS (121 min)']"
BFF,1,43,2,2,"['Late Aircraft (428 min)', 'Weather (105 min)', 'NAS (83 min)']"
BFF,2,40,5,4,"['Weather (1166 min)', 'Carrier (169 min)', 'NAS (126 min)']"
BFF,3,42,0,1,"['Weather (108 min)', 'NAS (58 min)', 'Late Aircraft (13 min)']"
BFF,4,41,6,2,"['Carrier (1128 min)', 'Late Aircraft (149 min)', 'NAS (105 min)']"
BFF,5,47,2,2,"['NAS (360 min)', 'Late Aircraft (53 min)', 'Carrier (48 min)']"
BFF,6,43,6,2,"['Carrier (222 min)', 'Late Aircraft (129 min)', 'NAS (83 min)']"
BFF,7,44,3,3,"['Carrier (836 min)', 'Late Aircraft (189 min)', 'NAS (94 min)']"
BFF,8,42,2,7,"['Late Aircraft (1375 min)', 'Carrier (948 min)', 'NAS (184 min)']"
BFF,9,44,4,2,"['Carrier (235 min)', 'Weather (128 min)', 'NAS (30 min)']"
BFF,10,45,1,5,"['NAS (1019 min)', 'Carrier (194 min)', 'Late Aircraft (177 min)']"
BFF,11,41,4,4,"['Carrier (493 min)', 'Late Aircraft (154 min)', 'NAS (53 min)']"
BFF,12,48,3,1,"['Carrier (172 min)', 'NAS (21 min)', 'Weather (0 min)']"
BFL,1,147,11,10,"['Late Aircraft (1089 min)', 'Carrier (905 min)', 'NAS (306 min)']"
BFL,2,141,14,6,"['Carrier (780 min)', 'NAS (312 min)', 'Late Aircraft (171 min)']"
BFL,3,146,12,15,"['Carrier (1047 min)', 'Late Aircraft (631 min)', 'NAS (590 min)']"
BFL,4,134,19,9,"['Late Aircraft (729 min)', 'NAS (634 min)', 'Carrier (382 min)']"
BFL,5,156,18,23,"['Carrier (1592 min)', 'Late Aircraft (1308 min)', 'NAS (593 min)']"
BFL,6,184,20,15,"['Late Aircraft (1667 min)', 'Carrier (732 min)', 'NAS (432 min)']"
BFL,7,233,15,16,"['Late Aircraft (2231 min)', 'Carrier (980 min)', 'NAS (363 min)']"
BFL,8,237,14,14,"['Carrier (1131 min)', 'Late Aircraft (905 min)', 'NAS (632 min)']"
BFL,9,197,17,7,"['Carrier (1400 min)', 'NAS (184 min)', 'Late Aircraft (107 min)']"
BFL,10,233,15,7,"['Carrier (1647 min)', 'Late Aircraft (601 min)', 'NAS (101 min)']"
BFL,11,213,26,12,"['Carrier (1943 min)', 'Late Aircraft (362 min)', 'NAS (293 min)']"
BFL,12,223,11,18,"['Carrier (1233 min)', 'Late Aircraft (837 min)', 'NAS (439 min)']"
BGM,1,22,0,2,"['Late Aircraft (286 min)', 'NAS (145 min)', 'Carrier (21 min)']"
BGM,2,17,1,1,"['Late Aircraft (305 min)', 'NAS (99 min)', 'Carrier (40 min)']"
BGM,3,24,0,3,"['Carrier (1090 min)', 'Late Aircraft (698 min)', 'NAS (104 min)']"
BGM,4,26,2,1,"['Carrier (255 min)', 'NAS (64 min)', 'Late Aircraft (2 min)']"
BGM,5,27,1,3,"['Carrier (456 min)', 'NAS (166 min)', 'Late Aircraft (137 min)']"
BGM,6,25,3,2,"['Carrier (374 min)', 'NAS (11 min)', 'Weather (0 min)']"
BGM,7,25,1,3,"['Carrier (889 min)', 'NAS (10 min)', 'Weather (0 min)']"
BGM,8,25,2,0,"['NAS (47 min)', 'Carrier (34 min)', 'Weather (0 min)']"
BGM,9,28,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
BGM,10,31,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
BGM,11,24,4,2,"['Carrier (216 min)', 'Late Aircraft (125 min)', 'NAS (121 min)']"
BGM,12,16,6,2,"['Late Aircraft (280 min)', 'NAS (200 min)', 'Carrier (99 min)']"
BGR,1,128,23,12,"['Late Aircraft (1148 min)', 'NAS (1110 min)', 'Carrier (606 min)']"
BGR,2,123,18,14,"['Carrier (1599 min)', 'Late Aircraft (1005 min)', 'NAS (687 min)']"
BGR,3,148,26,22,"['NAS (2685 min)', 'Late Aircraft (1617 min)', 'Carrier (483 min)']"
BGR,4,159,15,7,"['Late Aircraft (822 min)', 'NAS (514 min)', 'Carrier (489 min)']"
BGR,5,172,7,13,"['Late Aircraft (770 min)', 'NAS (755 min)', 'Carrier (602 min)']"
BGR,6,365,59,46,"['Late Aircraft (6450 min)', 'NAS (2534 min)', 'Carrier (2164 min)']"
BGR,7,398,83,58,"['Late Aircraft (4997 min)', 'Carrier (4563 min)', 'NAS (4412 min)']"
BGR,8,452,78,42,"['NAS (4736 min)', 'Late Aircraft (4198 min)', 'Carrier (2741 min)']"
BGR,9,486,45,22,"['Late Aircraft (2261 min)', 'Carrier (1057 min)', 'NAS (930 min)']"
BGR,10,413,44,31,"['Late Aircraft (2968 min)', 'Carrier (2899 min)', 'NAS (752 min)']"
BGR,11,220,15,12,"['Late Aircraft (1567 min)', 'NAS (776 min)', 'Carrier (207 min)']"
BGR,12,173,23,28,"['Late Aircraft (3473 min)', 'NAS (1533 min)', 'Carrier (736 min)']"
BHM,1,981,129,120,"['Late Aircraft (10774 min)', 'Carrier (6493 min)', 'NAS (3419 min)']"
BHM,2,1049,100,45,"['Late Aircraft (3955 min)', 'Carrier (3583 min)', 'NAS (1379 min)']"
BHM,3,1122,137,75,"['Late Aircraft (6597 min)', 'Carrier (3480 min)', 'NAS (2968 min)']"
BHM,4,1186,145,72,"['Late Aircraft (8478 min)', 'NAS (3203 min)', 'Carrier (3122 min)']"
BHM,5,1069,216,191,"['Late Aircraft (19345 min)', 'Carrier (9269 min)', 'NAS (6344 min)']"
BHM,6,1120,199,107,"['Late Aircraft (10407 min)', 'Carrier (6273 min)', 'NAS (3751 min)']"
BHM,7,979,248,170,"['Late Aircraft (15814 min)', 'Carrier (12181 min)', 'NAS (3916 min)']"
BHM,8,1146,141,106,"['Carrier (9218 min)', 'Late Aircraft (9013 min)', 'NAS (3034 min)']"
BHM,9,1182,149,63,"['Late Aircraft (6065 min)', 'Carrier (4185 min)', 'NAS (2330 min)']"
BHM,10,1413,107,58,"['Late Aircraft (5361 min)', 'Carrier (4181 min)', 'NAS (1530 min)']"
BHM,11,1316,115,65,"['Carrier (6920 min)', 'Late Aircraft (3440 min)', 'NAS (2669 min)']"
BHM,12,1134,177,123,"['Late Aircraft (11641 min)', 'Carrier (6144 min)', 'NAS (3328 min)']"
BIH,1,26,7,7,"['Late Aircraft (520 min)', 'NAS (190 min)', 'Carrier (102 min)']"
BIH,2,19,13,9,"['NAS (742 min)', 'Late Aircraft (531 min)', 'Carrier (63 min)']"
BIH,3,30,14,4,"['NAS (540 min)', 'Late Aircraft (142 min)', 'Carrier (104 min)']"
BIH,4,2,2,1,"['Late Aircraft (258 min)', 'NAS (39 min)', 'Carrier (0 min)']"
BIH,7,14,1,5,"['Late Aircraft (854 min)', 'Weather (261 min)', 'Carrier (0 min)']"
BIH,8,28,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
BIH,9,8,0,2,"['Late Aircraft (124 min)', 'Carrier (0 min)', 'Weather (0 min)']"
BIH,10,2,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
BIH,12,23,3,6,"['Late Aircraft (417 min)', 'NAS (281 min)', 'Weather (117 min)']"
BIL,1,225,22,26,"['NAS (1798 min)', 'Late Aircraft (1441 min)', 'Weather (1234 min)']"
BIL,2,224,16,4,"['NAS (1102 min)', 'Carrier (540 min)', 'Late Aircraft (318 min)']"
BIL,3,242,12,17,"['Carrier (1224 min)', 'NAS (855 min)', 'Weather (714 min)']"
BIL,4,282,22,9,"['Late Aircraft (1060 min)', 'Carrier (717 min)', 'NAS (494 min)']"
BIL,5,280,24,32,"['Carrier (3663 min)', 'Late Aircraft (3609 min)', 'Weather (912 min)']"
BIL,6,323,40,25,"['Late Aircraft (2720 min)', 'Carrier (1305 min)', 'NAS (876 min)']"
BIL,7,330,46,32,"['Late Aircraft (2261 min)', 'Carrier (1435 min)', 'NAS (889 min)']"
BIL,8,358,32,19,"['Carrier (3000 min)', 'Late Aircraft (1079 min)', 'NAS (969 min)']"
BIL,9,343,19,10,"['Carrier (2099 min)', 'Late Aircraft (566 min)', 'NAS (132 min)']"
BIL,10,325,25,15,"['Carrier (2115 min)', 'Late Aircraft (1393 min)', 'NAS (383 min)']"
BIL,11,279,28,18,"['Carrier (1839 min)', 'Late Aircraft (831 min)', 'NAS (733 min)']"
BIL,12,295,25,17,"['Carrier (2248 min)', 'Late Aircraft (693 min)', 'NAS (380 min)']"
BIS,1,193,33,27,"['Carrier (6382 min)', 'Late Aircraft (1445 min)', 'Weather (1380 min)']"
BIS,2,182,24,21,"['Carrier (1610 min)', 'Late Aircraft (1512 min)', 'Weather (1076 min)']"
BIS,3,217,27,7,"['NAS (925 min)', 'Late Aircraft (369 min)', 'Carrier (331 min)']"
BIS,4,222,17,13,"['Carrier (1060 min)', 'Late Aircraft (420 min)', 'NAS (311 min)']"
BIS,5,279,20,28,"['Carrier (2710 min)', 'Weather (898 min)', 'Late Aircraft (691 min)']"
BIS,6,247,41,33,"['Carrier (4628 min)', 'NAS (1462 min)', 'Late Aircraft (949 min)']"
BIS,7,278,41,31,"['Carrier (3198 min)', 'Late Aircraft (1598 min)', 'NAS (1161 min)']"
BIS,8,290,34,19,"['Carrier (1659 min)', 'Late Aircraft (1068 min)', 'NAS (1019 min)']"
BIS,9,277,37,12,"['Carrier (1142 min)', 'NAS (480 min)', 'Late Aircraft (348 min)']"
BIS,10,299,19,14,"['Carrier (2043 min)', 'Late Aircraft (555 min)', 'Weather (181 min)']"
BIS,11,258,40,26,"['Carrier (3019 min)', 'Late Aircraft (1202 min)', 'NAS (976 min)']"
BIS,12,256,47,43,"['Carrier (4890 min)', 'Weather (1548 min)', 'NAS (1154 min)']"
BJI,1,42,11,7,"['Carrier (1088 min)', 'Weather (824 min)', 'NAS (193 min)']"
BJI,2,50,1,3,"['Carrier (787 min)', 'Weather (58 min)', 'NAS (36 min)']"
BJI,3,53,2,5,"['Carrier (459 min)', 'Weather (421 min)', 'NAS (18 min)']"
BJI,4,47,2,3,"['Weather (280 min)', 'Carrier (225 min)', 'NAS (1 min)']"
BJI,5,53,4,3,"['Carrier (758 min)', 'Weather (41 min)', 'NAS (1 min)']"
BJI,6,44,3,11,"['Carrier (2399 min)', 'Weather (593 min)', 'NAS (100 min)']"
BJI,7,50,6,6,"['Carrier (974 min)', 'Weather (180 min)', 'NAS (54 min)']"
BJI,8,53,6,3,"['Carrier (636 min)', 'NAS (129 min)', 'Weather (27 min)']"
BJI,9,47,3,5,"['Carrier (484 min)', 'NAS (80 min)', 'Weather (67 min)']"
BJI,10,48,3,6,"['Carrier (1560 min)', 'Weather (0 min)', 'NAS (0 min)']"
BJI,11,50,5,3,"['Carrier (854 min)', 'NAS (10 min)', 'Weather (0 min)']"
BJI,12,38,12,9,"['Carrier (1615 min)', 'Weather (386 min)', 'NAS (179 min)']"
BLI,1,162,20,16,"['Carrier (2039 min)', 'Weather (1560 min)', 'Late Aircraft (654 min)']"
BLI,2,186,9,3,"['Late Aircraft (331 min)', 'NAS (277 min)', 'Carrier (231 min)']"
BLI,3,218,20,13,"['Late Aircraft (809 min)', 'Carrier (665 min)', 'NAS (552 min)']"
BLI,4,205,24,12,"['Carrier (1480 min)', 'Late Aircraft (326 min)', 'NAS (177 min)']"
BLI,5,216,21,6,"['Carrier (900 min)', 'Late Aircraft (313 min)', 'NAS (165 min)']"
BLI,6,219,42,3,"['Carrier (528 min)', 'Late Aircraft (499 min)', 'NAS (284 min)']"
BLI,7,229,35,11,"['Late Aircraft (969 min)', 'Carrier (716 min)', 'NAS (157 min)']"
BLI,8,154,24,4,"['Late Aircraft (731 min)', 'NAS (384 min)', 'Carrier (369 min)']"
BLI,9,122,20,9,"['Late Aircraft (1367 min)', 'Carrier (1240 min)', 'NAS (410 min)']"
BLI,10,142,22,10,"['Carrier (1331 min)', 'Late Aircraft (447 min)', 'NAS (278 min)']"
BLI,11,142,10,4,"['Carrier (552 min)', 'Late Aircraft (230 min)', 'NAS (104 min)']"
BLI,12,140,18,10,"['Carrier (1401 min)', 'Weather (626 min)', 'Late Aircraft (383 min)']"
BLV,1,36,9,5,"['Late Aircraft (844 min)', 'NAS (236 min)', 'Carrier (153 min)']"
BLV,2,35,4,11,"['Carrier (2044 min)', 'Late Aircraft (1129 min)', 'Weather (229 min)']"
BLV,3,52,13,14,"['Carrier (1213 min)', 'Late Aircraft (1156 min)', 'NAS (525 min)']"
BLV,4,59,5,3,"['Carrier (368 min)', 'NAS (316 min)', 'Late Aircraft (114 min)']"
BLV,5,66,17,5,"['NAS (517 min)', 'Late Aircraft (437 min)', 'Carrier (314 min)']"
BLV,6,101,20,16,"['Late Aircraft (2213 min)', 'Carrier (762 min)', 'NAS (126 min)']"
BLV,7,84,33,20,"['Late Aircraft (2256 min)', 'Carrier (2155 min)', 'NAS (453 min)']"
BLV,8,65,13,16,"['Late Aircraft (2181 min)', 'Carrier (835 min)', 'NAS (116 min)']"
BLV,9,49,4,6,"['Late Aircraft (811 min)', 'Carrier (395 min)', 'Weather (83 min)']"
BLV,10,54,4,5,"['Late Aircraft (1301 min)', 'Weather (568 min)', 'NAS (84 min)']"
BLV,11,46,10,2,"['Late Aircraft (401 min)', 'NAS (79 min)', 'Carrier (38 min)']"
BLV,12,37,18,14,"['Late Aircraft (2293 min)', 'Carrier (1090 min)', 'Weather (376 min)']"
BMI,1,98,13,17,"['Late Aircraft (2232 min)', 'Carrier (739 min)', 'NAS (726 min)']"
BMI,2,103,11,7,"['Carrier (600 min)', 'Late Aircraft (534 min)', 'NAS (299 min)']"
BMI,3,115,12,10,"['Late Aircraft (802 min)', 'Weather (419 min)', 'Carrier (347 min)']"
BMI,4,122,6,8,"['Late Aircraft (801 min)', 'NAS (282 min)', 'Weather (207 min)']"
BMI,5,120,19,17,"['Late Aircraft (1411 min)', 'NAS (1062 min)', 'Weather (516 min)']"
BMI,6,121,17,14,"['Carrier (1409 min)', 'Late Aircraft (854 min)', 'NAS (420 min)']"
BMI,7,119,17,20,"['Late Aircraft (2616 min)', 'Carrier (1718 min)', 'NAS (369 min)']"
BMI,8,129,8,9,"['Carrier (1545 min)', 'Late Aircraft (446 min)', 'NAS (237 min)']"
BMI,9,123,7,1,"['Late Aircraft (515 min)', 'NAS (301 min)', 'Weather (46 min)']"
BMI,10,118,3,6,"['Carrier (1047 min)', 'Late Aircraft (30 min)', 'NAS (24 min)']"
BMI,11,105,12,6,"['Carrier (953 min)', 'NAS (198 min)', 'Late Aircraft (175 min)']"
BMI,12,123,10,7,"['Late Aircraft (494 min)', 'Weather (403 min)', 'NAS (325 min)']"
BNA,1,5089,1110,570,"['Late Aircraft (50397 min)', 'Carrier (30879 min)', 'NAS (27964 min)']"
BNA,2,5880,663,203,"['Late Aircraft (21046 min)', 'Carrier (15672 min)', 'NAS (11188 min)']"
BNA,3,6389,1097,495,"['Late Aircraft (43690 min)', 'Carrier (28124 min)', 'NAS (23579 min)']"
BNA,4,6613,1041,417,"['Late Aircraft (39582 min)', 'Carrier (24495 min)', 'NAS (19565 min)']"
BNA,5,6027,1601,994,"['Late Aircraft (94921 min)', 'Carrier (46831 min)', 'NAS (43970 min)']"
BNA,6,6443,1493,789,"['Late Aircraft (72139 min)', 'Carrier (38201 min)', 'NAS (29264 min)']"
BNA,7,6217,1781,901,"['Late Aircraft (88268 min)', 'Carrier (47159 min)', 'NAS (31547 min)']"
BNA,8,6846,1160,533,"['Late Aircraft (52791 min)', 'Carrier (34123 min)', 'NAS (27592 min)']"
BNA,9,6838,946,343,"['Late Aircraft (32523 min)', 'Carrier (26050 min)', 'NAS (14573 min)']"
BNA,10,7590,929,251,"['Late Aircraft (24189 min)', 'Carrier (23937 min)', 'NAS (10174 min)']"
BNA,11,6861,795,263,"['Carrier (21460 min)', 'Late Aircraft (20669 min)', 'NAS (12511 min)']"
BNA,12,6158,1221,439,"['Late Aircraft (41115 min)', 'Carrier (27251 min)', 'NAS (21123 min)']"
BOI,1,1228,194,108,"['Late Aircraft (9869 min)', 'Carrier (7473 min)', 'NAS (6578 min)']"
BOI,2,1232,119,72,"['NAS (5742 min)', 'Carrier (4741 min)', 'Late Aircraft (4496 min)']"
BOI,3,1496,138,62,"['Carrier (4560 min)', 'NAS (4525 min)', 'Late Aircraft (3649 min)']"
BOI,4,1539,173,62,"['Carrier (6408 min)', 'Late Aircraft (4097 min)', 'NAS (3716 min)']"
BOI,5,1677,235,81,"['Carrier (6792 min)', 'Late Aircraft (6561 min)', 'NAS (4785 min)']"
BOI,6,1676,251,109,"['Carrier (10454 min)', 'Late Aircraft (9009 min)', 'NAS (4533 min)']"
BOI,7,1737,224,135,"['Late Aircraft (12563 min)', 'Carrier (9933 min)', 'NAS (3830 min)']"
BOI,8,1762,212,103,"['Carrier (9209 min)', 'Late Aircraft (6934 min)', 'NAS (4917 min)']"
BOI,9,1737,206,80,"['Carrier (6386 min)', 'Late Aircraft (5855 min)', 'NAS (3074 min)']"
BOI,10,1762,138,58,"['Carrier (7483 min)', 'Late Aircraft (4315 min)', 'NAS (2892 min)']"
BOI,11,1655,149,62,"['Carrier (6368 min)', 'Late Aircraft (6263 min)', 'NAS (3400 min)']"
BOI,12,1508,228,116,"['Late Aircraft (8857 min)', 'Carrier (7957 min)', 'NAS (4585 min)']"
BOS,1,6572,1303,923,"['Carrier (65537 min)', 'Late Aircraft (60705 min)', 'NAS (46903 min)']"
BOS,2,6820,996,488,"['Carrier (40097 min)', 'Late Aircraft (25528 min)', 'NAS (21717 min)']"
BOS,3,7942,1311,714,"['Carrier (51623 min)', 'Late Aircraft (41401 min)', 'NAS (29432 min)']"
BOS,4,8618,1276,846,"['Late Aircraft (57608 min)', 'Carrier (49171 min)', 'NAS (38223 min)']"
BOS,5,9216,1753,1043,"['Late Aircraft (74975 min)', 'Carrier (68553 min)', 'NAS (53004 min)']"
BOS,6,8945,1699,1219,"['Late Aircraft (86231 min)', 'Carrier (78607 min)', 'NAS (59811 min)']"
BOS,7,8645,1868,1483,"['Carrier (102225 min)', 'Late Aircraft (91618 min)', 'NAS (68895 min)']"
BOS,8,8754,1893,1515,"['Late Aircraft (105159 min)', 'Carrier (91160 min)', 'NAS (75028 min)']"
BOS,9,9590,1236,744,"['Carrier (51986 min)', 'Late Aircraft (50205 min)', 'NAS (20909 min)']"
BOS,10,10242,1231,497,"['Carrier (39744 min)', 'Late Aircraft (36194 min)', 'NAS (21373 min)']"
BOS,11,8982,1070,570,"['Carrier (40924 min)', 'Late Aircraft (32173 min)', 'NAS (21948 min)']"
BOS,12,8195,1691,1050,"['Late Aircraft (77127 min)', 'Carrier (63991 min)', 'NAS (48434 min)']"
BPT,1,43,10,7,"['Weather (1306 min)', 'Carrier (198 min)', 'Late Aircraft (195 min)']"
BPT,2,56,1,1,"['Carrier (153 min)', 'NAS (113 min)', 'Late Aircraft (15 min)']"
BPT,3,47,4,9,"['Weather (799 min)', 'Late Aircraft (757 min)', 'NAS (115 min)']"
BPT,4,35,5,10,"['Weather (663 min)', 'Carrier (639 min)', 'NAS (370 min)']"
BPT,5,51,1,8,"['Weather (1121 min)', 'Carrier (609 min)', 'NAS (179 min)']"
BPT,6,52,1,4,"['Carrier (225 min)', 'Weather (188 min)', 'Late Aircraft (171 min)']"
BPT,7,53,3,1,"['Carrier (344 min)', 'NAS (183 min)', 'Weather (37 min)']"
BPT,8,58,2,2,"['Carrier (167 min)', 'Late Aircraft (76 min)', 'NAS (29 min)']"
BPT,9,49,5,0,"['Late Aircraft (70 min)', 'Carrier (56 min)', 'Weather (22 min)']"
BPT,10,38,4,5,"['Carrier (687 min)', 'Weather (473 min)', 'Late Aircraft (245 min)']"
BPT,11,52,1,2,"['Carrier (227 min)', 'Late Aircraft (210 min)', 'NAS (33 min)']"
BPT,12,52,2,2,"['Weather (497 min)', 'NAS (90 min)', 'Carrier (84 min)']"
BQK,1,40,6,15,"['Carrier (1020 min)', 'Weather (692 min)', 'NAS (355 min)']"
BQK,2,52,2,4,"['Weather (477 min)', 'Carrier (467 min)', 'NAS (97 min)']"
