aeroporto_partenza,mese,numero_ritardi_basso,dep_avg_basso,arr_avg_basso,numero_ritardi_medio,dep_avg_medio,arr_avg_medio,numero_ritardo_alto,dep_avg_alto,arr_avg_alto,cause_maggiori
HYS,11,44,-7.27,-7.82,2,50.5,37.5,3,125.67,121.33,"['Carrier (5 voli)', 'Weather (2 voli)', 'Late Aircraft (2 voli)']"
HYS,12,46,-6.24,-8.54,1,27.0,18.0,2,168.0,159.5,"['Carrier (2 voli)', 'Late Aircraft (1 voli)', 'Weather (1 voli)']"
IAD,1,2760,-2.29,-5.17,426,29.92,30.85,254,152.22,153.59,"['Carrier (634 voli)', 'NAS (528 voli)', 'Late Aircraft (264 voli)']"
IAD,2,3098,-3.68,-9.71,227,31.22,20.58,112,137.38,125.15,"['NAS (250 voli)', 'Carrier (190 voli)', 'Late Aircraft (101 voli)']"
IAD,3,3210,-3.15,-10.01,421,31.55,21.4,235,135.28,125.74,"['NAS (338 voli)', 'Carrier (306 voli)', 'Late Aircraft (241 voli)']"
IAD,4,3487,-3.2,-7.59,399,29.48,23.62,238,143.48,133.89,"['NAS (435 voli)', 'Carrier (329 voli)', 'Late Aircraft (247 voli)']"
IAD,5,3671,-2.7,-5.33,474,30.73,26.87,344,151.87,147.07,"['NAS (643 voli)', 'Carrier (478 voli)', 'Late Aircraft (340 voli)']"
IAD,6,3556,-2.32,-6.68,493,31.2,25.29,313,162.81,155.98,"['Carrier (578 voli)', 'NAS (523 voli)', 'Late Aircraft (344 voli)']"
IAD,7,3401,-1.68,-6.02,674,30.61,26.04,426,162.48,155.19,"['Carrier (732 voli)', 'NAS (607 voli)', 'Late Aircraft (442 voli)']"
IAD,8,3293,-2.12,-7.45,509,31.38,26.95,479,187.83,180.0,"['Carrier (591 voli)', 'NAS (555 voli)', 'Late Aircraft (400 voli)']"
IAD,9,3591,-3.35,-8.65,322,29.24,20.89,160,153.0,142.81,"['NAS (299 voli)', 'Carrier (282 voli)', 'Late Aircraft (168 voli)']"
IAD,10,3909,-3.44,-10.47,306,29.72,17.46,127,130.32,116.71,"['Carrier (231 voli)', 'NAS (208 voli)', 'Late Aircraft (130 voli)']"
IAD,11,3874,-3.66,-9.47,346,29.81,21.02,177,154.37,141.48,"['Carrier (311 voli)', 'NAS (306 voli)', 'Late Aircraft (167 voli)']"
IAD,12,3376,-1.66,-6.87,563,30.04,22.59,304,150.5,140.27,"['Carrier (495 voli)', 'NAS (435 voli)', 'Late Aircraft (333 voli)']"
IAG,1,19,-4.74,1.16,6,33.0,46.6,4,179.75,167.5,"['NAS (10 voli)', 'Carrier (7 voli)', 'Weather (4 voli)']"
IAG,2,19,-0.95,-8.95,8,20.0,0.13,10,121.5,101.3,"['Late Aircraft (8 voli)', 'NAS (6 voli)', 'Carrier (5 voli)']"
IAG,3,32,-4.38,-6.25,9,33.56,31.11,5,103.8,115.4,"['NAS (15 voli)', 'Carrier (6 voli)', 'Late Aircraft (6 voli)']"
IAG,4,27,-0.44,-12.52,6,25.5,9.83,5,244.6,267.6,"['Carrier (4 voli)', 'Late Aircraft (4 voli)', 'NAS (4 voli)']"
IAG,5,18,-2.61,-7.72,6,32.33,19.5,2,98.5,98.0,"['NAS (4 voli)', 'Carrier (4 voli)', 'Late Aircraft (3 voli)']"
IAG,6,16,-3.56,-4.81,8,24.38,23.13,3,200.0,196.33,"['Carrier (8 voli)', 'NAS (8 voli)', 'Late Aircraft (6 voli)']"
